id_case,country,authority,date,penalty_fee,subjet,subjet_industry,law,summary_law,summary_case,court_file
ETid-1428,ICELAND,Icelandic data protection authority ('Persónuvernd'),2022-05-03,"10,600",HEI – Medical Travel,Health Care,"Art. 15 (1), (3) GDPR, Art. 9 (1) Act 90/2018, Art. 17 (2) Act 90/2018",Insufficient fulfilment of data subjects rights,"The Icelandic DPA has imposed a fine of EUR 10,600 on HEI - Medical Travel. A data subject had filed a complaint with the DPA against the controller. 

The controller had gained access to the data subject's email via the Icelandic Medical Association's internal website and had then sent them unsolicited emails. The DPA found that such access was unlawful due to the lack of a valid legal basis. 

In addition, the data subject had asked the controller for information about the processing of their personal data, such as the origin of the e-mail address. The controller did not properly comply with this request.",https://www.personuvernd.is/urlausnir/vinnsla-a-personuupplysingum-og-afgreidsla-adgangsbeidni-hja-hei-medical-travel-sektarakvordun-1
ETid-1429,SPAIN,Spanish Data Protection Authority (aepd),2022-10-09,900,Private individual,Individuals and Private Associations,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security,"The Spanish DPA has imposed a fine on a private individual. The individual unauthorizedly sent e-mails with personal data to several recipients in an open distribution list. This made it possible for the recipients to view the e-mail addresses of all other recipients. The original fine of EUR 1,200 was reduced to EUR 900 due to voluntary payment and admission of responsibility.",https://www.aepd.es/es/documento/ps-00370-2022.pdf
ETid-1430,SPAIN,Spanish Data Protection Authority (aepd),2022-10-09,800,Company,Not assigned,"Art. 6 (1) e) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 800 on a company. The controller had installed video surveillance cameras without obtaining authorization for the installation. In addition, the controller failed to provide signs regarding the CCTV with the contact details of the data controller.",https://www.aepd.es/es/documento/ps-00595-2021.pdf
ETid-1431,SPAIN,Spanish Data Protection Authority (aepd),2022-10-09,"6,000",UNION DE OFICIALES DE LA GUARDIA CIVIL PROFESIONAL,Individuals and Private Associations,Art. 6 (1) GDPR,Insufficient legal basis for data processing,"The Spanish DPA has imposed a fine of EUR 6,000 on the association UNION DE OFICIALES DE LA GUARDIA CIVIL PROFESIONAL. 
A person had filed a complaint with the DPA because the controller had contacted them without them being a member of the association or otherwise having given their permission to be contacted.",https://www.aepd.es/es/documento/ps-00002-2022.pdf
ETid-1432,SPAIN,Spanish Data Protection Authority (aepd),2022-10-09,"64,000",EVERIS SPAIN S.L,"Finance, Insurance and Consulting","Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine on EVERIS SPAIN S.L.. Everis had published information on sold data of users of an insurance company as well as records with personal data of Spanish customers of the insurance company. The DPA considered this a violation of the confidentiality of the data. The DPA also found that the unlawful publication of the data had been possible due to, among other things, a lack of technical and organizational measures to protect personal data at the time of the data breach. The original fine of EUR 80,000 was reduced to EUR 64,000 due to voluntary payment.",https://www.aepd.es/es/documento/ps-00401-2022.pdf
ETid-1433,SPAIN,Spanish Data Protection Authority (aepd),2022-10-04,600,Homeowners Association,Real Estate,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,"The Spanish DPA has imposed a fine of EUR 600 on a homeowners' association. The controller had installed a video surveillance system that recorded both images and sound. During its investigation, the DPA found that the video surveillance system recorded, among other things, parts of the common area. The DPA considered this to be a violation of the principle of data minimization. In addition, the DPA found that the controller did not sufficiently comply with its information obligations under Art. 13 GDPR regarding the video surveillance.",https://www.aepd.es/es/documento/ps-00146-2022.pdf
ETid-1434,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-10-03,150,Website operator,Individuals and Private Associations,"Art. 5 (1) a), f) GDPR, Art. 6 (1) a) GDPR",Non-compliance with general data processing principles,"The Romanian DPA has imposed a fine of EUR 150 on a website operator. The controller had published unauthorized personal data such as telephone number, ID number and series, e-mail address, bank details and marital status of 383 natural persons.",https://www.dataprotection.ro/?page=Comunicat_Presa_03.10.2022&lang=ro
ETid-1435,ITALY,Italian Data Protection Authority (Garante),2022-09-01,"4,000",Liceo Statale 'Edoardo Amaldi”,Public Sector and Education,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-sexies Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing,"The Italian DPA has imposed a fine of EUR 4,000 on the school 'Edoardo Amaldi'. The school had published a circular on the school website about the summer vacations which contained the exact vacation dates of the school staff.",https://www.gpdp.it/web/guest/home/docweb/-/docweb-display/docweb/9811361
ETid-1436,ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2022-09-21,"5,000",Curtea Veche Publishing SRL,"Media, Telecoms and Broadcasting","Art. 32 (1) b), c) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security,"The Romanian DPA has imposed a fine of EUR 5,000 on Curtea Veche Publishing SRL. 

The controller had reported two data breaches to the DPA pursuant to Art. 33 GDPR.  

In the first data breach, the controller had inadvertently published a file containing the customer database in a public forum. 
This resulted in the unauthorized disclosure of personal data such as first name, last name, phone number, email, password in encrypted form and IP address of 10,793 customers. 

The second data breach concerned a ransomware attack that resulted in unauthorized access and loss of integrity as well as availability of personal data of about 100 data subjects.

During its investigation, the DPA found that the controller had failed to implement adequate technical and organizational measures to protect personal data. This failure to implement protective measures permitted the data breaches to occur.",https://www.dataprotection.ro/?page=Comunicat_Presa_21_09_2022&lang=ro
ETid-1437,GREECE,Hellenic Data Protection Authority (HDPA),2022-09-06,"5,000",EDYTE SA,Industry and Commerce,Art. 29 GDPR,Insufficient legal basis for data processing,"The Hellenic DPA has imposed a fine of EUR 5,000 on EDYTE SA. EDYTE, as a processor, had unlawfully disclosed personal data to third parties without the authorization of the data controller.",https://www.dpa.gr/sites/default/files/2022-09/47_2022%20anonym.pdf
ETid-1438,BELGIUM,Belgian Data Protection Authority (APD),2022-08-19,"20,000",Medical laboratory,Health Care,"Art. 5 (1) f) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 32 GDPR, Art. 35 (1), (3) GDPR",Insufficient technical and organisational measures to ensure information security,"The Belgian DPA imposed a fine of EUR 20,000 on a medical laboratory.

During its investigation, the DPA found that the laboratory had failed to conduct a data protection impact assessment and thus violated Art. 35 GDPR. 

In addition, the laboratory had violated, Art. 5 (1) f) GDPR and Art. 32 GDPR, as it was possible for physicians to view patients' personal data on the website without encryption. 

Finally, the DPA found that the laboratory had not published a privacy statement on its website, in violation of Art. 12 GDPR, Art. 13 GDPR and Art. 14 GDPR.",https://www.gegevensbeschermingsautoriteit.be/publications/beslissing-ten-gronde-nr.-127-2022.pdf
ETid-1439,GREECE,Hellenic Data Protection Authority (HDPA),2022-08-08,"5,000",IDIKA SA,Industry and Commerce,"Art. 5 (1) e) GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,"The Hellenic DPA has imposed a fine of EUR 10,000 on IDIKA SA. IDIKA was operating in the context of providing free COVID-19 tests. The DPA found that IDIKA, in the course of its processing activities, did not sufficiently inform data subjects about the processing of their personal data. In addition, IDIKA stored personal data longer than necessary and had failed to implement sufficient technical and organizational measures to protect personal data.",https://www.dpa.gr/sites/default/files/2022-08/41_2022%20anonym.pdf
ETid-1440,HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2022-10-05,"72,500",Bank,"Finance, Insurance and Consulting","Art. 5 (2) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR",Insufficient legal basis for data processing,"The Hungarian DPA has imposed a fine of EUR 72,500 on a bank. An individual had filed a complaint with the DPA. The bank had conducted a credit check on the individual based on a credit application. However, the bank later conducted a second credit check, although the individual had not requested a new credit offer. The DPA therefore found that this second credit check was carried out unlawfully due to the lack of a legal basis.",https://naih.hu//hatarozatok-vegzesek?download=564:hitelbiralatot-megelozo-elobiralat-jogalapja-es-az-ahhoz-kapcsolodo-tajekoztatas
